# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
10531at4751	Fragmented	ctg10286	336	2329	+	407.5	422	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Duplicated	ctg17164	6035	9916	-	1358.4	980	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	ctg652	88559	92217	+	1309.8	971	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12258at4751	Duplicated	ctg8894	14315	18205	-	1379.6	990	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Complete	ctg25	1533	5673	-	208.8	354	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Missing
13605at4751	Complete	ctg748	153104	157423	+	503.5	970	https://www.orthodb.org/v10?query=13605at4751	clathrin-coated vesicle protein
14295at4751	Duplicated	ctg2688	1680	6893	-	1120.5	803	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	ctg3537	37488	40035	-	1092.5	684	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Complete	ctg1709	49435	54560	+	1559.8	1212	https://www.orthodb.org/v10?query=14441at4751	DNA-directed RNA polymerase subunit
14523at4751	Complete	ctg1125	167398	170871	+	802.0	789	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
14793at4751	Fragmented	ctg13698	13058	15992	-	242.5	597	https://www.orthodb.org/v10?query=14793at4751	Nucleoporin Pom152
14986at4751	Complete	ctg2462	32111	34917	-	770.2	710	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Complete	ctg7584	11664	14671	-	761.3	592	https://www.orthodb.org/v10?query=17174at4751	DNA polymerase gamma
18809at4751	Fragmented	ctg1065	177086	179731	-	141.2	367	https://www.orthodb.org/v10?query=18809at4751	RIC1-domain-containing protein
20600at4751	Duplicated	ctg11118	25926	28769	+	1105.0	722	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	ctg16370	475	3333	+	1139.3	778	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	ctg1	340616	343453	-	1106.8	752	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20600at4751	Duplicated	ctg2	3199483	3202338	-	1102.0	763	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Missing
21651at4751	Complete	ctg320	97898	101425	-	798.0	648	https://www.orthodb.org/v10?query=21651at4751	DNA topoisomerase 2
21689at4751	Complete	ctg15073	19294	21727	-	533.4	572	https://www.orthodb.org/v10?query=21689at4751	WD40 repeat
22982at4751	Complete	ctg4448	43212	45898	+	939.8	676	https://www.orthodb.org/v10?query=22982at4751	isoleucine-tRNA ligase
22992at4751	Missing
23198at4751	Complete	ctg4983	118720	122918	-	1431.7	1101	https://www.orthodb.org/v10?query=23198at4751	Glycogen debranching enzyme
23856at4751	Complete	ctg180	125360	128908	-	618.4	879	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
24198at4751	Fragmented	ctg185	390962	393255	+	160.0	456	https://www.orthodb.org/v10?query=24198at4751	Armadillo-type fold
25020at4751	Complete	ctg3594	61895	65442	-	649.2	656	https://www.orthodb.org/v10?query=25020at4751	Condensin complex subunit 1
25161at4751	Missing
26329at4751	Fragmented	ctg1604	263114	266263	+	504.1	704	https://www.orthodb.org/v10?query=26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
27008at4751	Missing
29512at4751	Missing
31256at4751	Missing
31324at4751	Complete	ctg5450	118058	121204	-	430.2	647	https://www.orthodb.org/v10?query=31324at4751	Nrap protein
32164at4751	Complete	ctg4520	136460	138481	-	479.4	548	https://www.orthodb.org/v10?query=32164at4751	Importin beta-1 subunit
33984at4751	Complete	ctg1081	168580	171045	-	697.1	588	https://www.orthodb.org/v10?query=33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
34223at4751	Fragmented	ctg9548	39930	42770	-	128.7	373	https://www.orthodb.org/v10?query=34223at4751	Nucleoporin, Nup133/Nup155-like, C-terminal
34706at4751	Complete	ctg7956	88513	91738	+	579.9	709	https://www.orthodb.org/v10?query=34706at4751	MIF4G-like domain superfamily
34830at4751	Fragmented	ctg6877	136577	139234	+	538.7	533	https://www.orthodb.org/v10?query=34830at4751	Elongator complex protein 1
36610at4751	Complete	ctg5511	137096	139050	-	318.0	440	https://www.orthodb.org/v10?query=36610at4751	Tubulin-specific chaperone D
37028at4751	Duplicated	ctg1	136946	139231	+	766.4	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	ctg26	226730	229002	+	710.2	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	ctg5415	52180	54453	-	718.7	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37028at4751	Duplicated	ctg6171	3947	6235	-	809.0	606	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37573at4751	Duplicated	ctg2144	77037	79224	+	802.1	491	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37573at4751	Duplicated	ctg2421	168088	170449	+	779.1	492	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37642at4751	Complete	ctg14455	5884	8361	-	216.5	381	https://www.orthodb.org/v10?query=37642at4751	RNB-domain-containing protein
38031at4751	Fragmented	ctg10604	25515	26463	+	131.9	193	https://www.orthodb.org/v10?query=38031at4751	Cap binding protein
38184at4751	Complete	ctg153	146487	149267	-	546.5	533	https://www.orthodb.org/v10?query=38184at4751	AP-3 complex subunit delta
39833at4751	Complete	ctg2251	2494	4972	-	373.1	449	https://www.orthodb.org/v10?query=39833at4751	WD40-repeat-containing domain
43842at4751	Fragmented	ctg10746	11317	11597	+	90.7	70	https://www.orthodb.org/v10?query=43842at4751	Armadillo-type fold
46090at4751	Complete	ctg6838	48838	50833	-	300.6	714	https://www.orthodb.org/v10?query=46090at4751	ARM repeat-containing protein
46098at4751	Complete	ctg706	152311	155526	-	830.7	733	https://www.orthodb.org/v10?query=46098at4751	P-loop containing nucleoside triphosphate hydrolase protein
46119at4751	Missing
46666at4751	Complete	ctg11789	16660	20727	+	749.6	894	https://www.orthodb.org/v10?query=46666at4751	Winged helix-like DNA-binding domain superfamily
46752at4751	Complete	ctg11356	8685	11891	+	612.5	732	https://www.orthodb.org/v10?query=46752at4751	GPI ethanolamine phosphate transferase 3
46918at4751	Duplicated	ctg10369	3891	5873	+	357.2	375	https://www.orthodb.org/v10?query=46918at4751	Tetratricopeptide repeat
46918at4751	Duplicated	ctg3636	86170	88464	-	375.3	410	https://www.orthodb.org/v10?query=46918at4751	Tetratricopeptide repeat
47592at4751	Complete	ctg3374	68580	71172	+	577.0	605	https://www.orthodb.org/v10?query=47592at4751	Eukaryotic translation initiation factor 3 subunit C
48708at4751	Complete	ctg3038	95073	98156	-	1097.2	835	https://www.orthodb.org/v10?query=48708at4751	Leucyl-tRNA synthetase
49476at4751	Complete	ctg31	333049	335065	+	541.9	470	https://www.orthodb.org/v10?query=49476at4751	Dynamin, GTPase domain
49967at4751	Complete	ctg5814	41608	44711	-	708.7	573	https://www.orthodb.org/v10?query=49967at4751	Vacuole morphology and inheritance protein 14
50786at4751	Complete	ctg5772	174955	177209	+	495.8	479	https://www.orthodb.org/v10?query=50786at4751	Eukaryotic translation initiation factor 3 subunit B
50835at4751	Duplicated	ctg11148	12434	15319	-	752.3	615	https://www.orthodb.org/v10?query=50835at4751	Alanine--tRNA ligase
50835at4751	Duplicated	ctg3645	66302	69802	+	843.2	656	https://www.orthodb.org/v10?query=50835at4751	Alanine--tRNA ligase
52541at4751	Complete	ctg3019	25279	27774	-	500.2	433	https://www.orthodb.org/v10?query=52541at4751	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
52909at4751	Complete	ctg11073	5501	8372	+	691.1	649	https://www.orthodb.org/v10?query=52909at4751	26S proteasome regulatory subunit RPN1
53270at4751	Complete	ctg4126	23727	28338	-	711.5	773	https://www.orthodb.org/v10?query=53270at4751	UDP-glucose
54252at4751	Complete	ctg759	57575	60357	+	789.6	615	https://www.orthodb.org/v10?query=54252at4751	26S proteasome regulatory subunit RPN2
54919at4751	Complete	ctg4731	140465	143073	+	326.0	380	https://www.orthodb.org/v10?query=54919at4751	Cysteinyl-tRNA synthetase
56395at4751	Complete	ctg5124	70924	72702	-	278.7	405	https://www.orthodb.org/v10?query=56395at4751	Spindle pole body component
56432at4751	Fragmented	ctg5718	62517	65822	-	180.9	358	https://www.orthodb.org/v10?query=56432at4751	putative exocyst complex component sec8
56729at4751	Missing
57081at4751	Complete	ctg11827	22045	25593	-	779.5	607	https://www.orthodb.org/v10?query=57081at4751	Splicing factor 3B subunit 1
58127at4751	Complete	ctg3016	3660	7364	+	204.1	597	https://www.orthodb.org/v10?query=58127at4751	K Homology domain, type 1
59795at4751	Complete	ctg10721	14685	17065	-	626.7	560	https://www.orthodb.org/v10?query=59795at4751	Coatomer subunit gamma
61411at4751	Duplicated	ctg3121	25699	27695	+	194.8	288	https://www.orthodb.org/v10?query=61411at4751	WD40-repeat-containing domain
61411at4751	Duplicated	ctg5044	20604	21512	-	175.2	397	https://www.orthodb.org/v10?query=61411at4751	WD40-repeat-containing domain
61438at4751	Complete	ctg3487	3217	5963	+	453.3	517	https://www.orthodb.org/v10?query=61438at4751	Pep3/Vps18/deep orange
61857at4751	Complete	ctg15094	12968	14782	-	126.4	446	https://www.orthodb.org/v10?query=61857at4751	Exocyst complex protein EXO70
62846at4751	Complete	ctg12034	18137	20952	-	340.2	410	https://www.orthodb.org/v10?query=62846at4751	Ribosome biogenesis protein tsr1
63635at4751	Complete	ctg6194	54619	57469	-	761.4	701	https://www.orthodb.org/v10?query=63635at4751	AP-2 complex subunit alpha
63838at4751	Complete	ctg1053	218774	220572	+	248.4	278	https://www.orthodb.org/v10?query=63838at4751	AP complex subunit beta
64002at4751	Complete	ctg19231	3492	5744	-	515.1	448	https://www.orthodb.org/v10?query=64002at4751	Transcription initiation factor TFIID subunit 1
64498at4751	Complete	ctg2384	57942	60071	+	809.4	540	https://www.orthodb.org/v10?query=64498at4751	glucosamine-fructose-6-phosphate aminotransferase
65334at4751	Complete	ctg6515	92358	94563	-	436.8	504	https://www.orthodb.org/v10?query=65334at4751	WD40-repeat-containing domain
65499at4751	Complete	ctg3216	53788	56128	+	535.5	477	https://www.orthodb.org/v10?query=65499at4751	AP-1 complex subunit gamma
66151at4751	Fragmented	ctg8715	40164	42376	+	353.2	423	https://www.orthodb.org/v10?query=66151at4751	Tetratricopeptide repeat
67284at4751	Missing
67399at4751	Complete	ctg9274	37729	40642	-	545.4	480	https://www.orthodb.org/v10?query=67399at4751	Glutamine-dependent NAD(+) synthetase
67806at4751	Fragmented	ctg13969	2040	4561	+	212.1	283	https://www.orthodb.org/v10?query=67806at4751	actin-like ATPase domain-containing protein
68466at4751	Complete	ctg703	251037	253209	-	846.2	606	https://www.orthodb.org/v10?query=68466at4751	FACT complex subunit SPT16
68881at4751	Missing
71039at4751	Complete	ctg7197	32689	36152	+	967.0	714	https://www.orthodb.org/v10?query=71039at4751	RNA cytidine acetyltransferase
71046at4751	Fragmented	ctg1827	31719	34043	+	490.1	509	https://www.orthodb.org/v10?query=71046at4751	Vacuolar protein sorting-associated protein 35
73383at4751	Complete	ctg2134	39726	41833	-	639.2	482	https://www.orthodb.org/v10?query=73383at4751	DNA topoisomerase I
73477at4751	Fragmented	ctg10502	17704	19631	-	344.1	278	https://www.orthodb.org/v10?query=73477at4751	Vacuolar protein 8
73771at4751	Complete	ctg7901	41201	43930	-	663.5	579	https://www.orthodb.org/v10?query=73771at4751	WD40-repeat-containing domain
75033at4751	Complete	ctg5685	34771	36277	-	319.4	377	https://www.orthodb.org/v10?query=75033at4751	RNA polymerase I-specific transcription initiation factor RRN3
75456at4751	Missing
75463at4751	Complete	ctg14852	9795	12267	-	610.1	577	https://www.orthodb.org/v10?query=75463at4751	Mitochondrial intermediate peptidase
75709at4751	Complete	ctg5244	55006	59199	-	833.0	740	https://www.orthodb.org/v10?query=75709at4751	Lysophospholipase NTE1
75976at4751	Complete	ctg687	88312	90748	+	531.8	489	https://www.orthodb.org/v10?query=75976at4751	Calcium permease family membrane transporter
76196at4751	Complete	ctg3650	5	2077	+	520.6	351	https://www.orthodb.org/v10?query=76196at4751	Histidine biosynthesis trifunctional protein
76893at4751	Complete	ctg2393	102778	104688	+	797.6	506	https://www.orthodb.org/v10?query=76893at4751	ATPase, AAA-type, conserved site
76975at4751	Fragmented	ctg5858	125126	126566	+	129.9	176	https://www.orthodb.org/v10?query=76975at4751	Exocyst complex component Sec5
78289at4751	Complete	ctg112	110186	112289	+	561.5	500	https://www.orthodb.org/v10?query=78289at4751	Fimbrin
78665at4751	Complete	ctg1141	129456	131427	+	310.9	422	https://www.orthodb.org/v10?query=78665at4751	Spindle pole body component
79262at4751	Complete	ctg604	21161	23156	-	748.8	488	https://www.orthodb.org/v10?query=79262at4751	Electron transfer flavoprotein-ubiquinone oxidoreductase
79294at4751	Complete	ctg133	417890	419981	-	685.5	446	https://www.orthodb.org/v10?query=79294at4751	Bifunctional purine biosynthesis protein ADE17
79797at4751	Complete	ctg818	309783	312321	+	427.7	584	https://www.orthodb.org/v10?query=79797at4751	WD40-repeat-containing domain
79988at4751	Missing
81295at4751	Complete	ctg7688	9633	11896	-	763.8	441	https://www.orthodb.org/v10?query=81295at4751	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
81614at4751	Missing
81687at4751	Duplicated	ctg12796	20717	22378	-	601.6	456	https://www.orthodb.org/v10?query=81687at4751	asparagine synthase (glutamine-hydrolyzing)
81687at4751	Duplicated	ctg2	954029	955693	-	602.4	456	https://www.orthodb.org/v10?query=81687at4751	asparagine synthase (glutamine-hydrolyzing)
81687at4751	Duplicated	ctg3429	176108	177774	-	694.6	459	https://www.orthodb.org/v10?query=81687at4751	asparagine synthase (glutamine-hydrolyzing)
84250at4751	Fragmented	ctg1567	131949	132649	-	51.9	154	https://www.orthodb.org/v10?query=84250at4751	TRAPP II complex, TRAPPC10
84829at4751	Complete	ctg15046	6057	7771	-	221.6	192	https://www.orthodb.org/v10?query=84829at4751	DUF747-domain-containing protein
85793at4751	Missing
86293at4751	Duplicated	ctg2	1909424	1910791	+	108.9	280	https://www.orthodb.org/v10?query=86293at4751	Aldehyde dehydrogenase, glutamic acid active site
86293at4751	Duplicated	ctg335	456917	458260	+	121.3	310	https://www.orthodb.org/v10?query=86293at4751	Aldehyde dehydrogenase, glutamic acid active site
86293at4751	Duplicated	ctg7917	15530	16897	-	124.5	311	https://www.orthodb.org/v10?query=86293at4751	Aldehyde dehydrogenase, glutamic acid active site
87251at4751	Fragmented	ctg1191	21868	23874	+	482.7	511	https://www.orthodb.org/v10?query=87251at4751	Ribosomal RNA-processing protein 12
87313at4751	Complete	ctg3078	94874	96594	-	853.8	441	https://www.orthodb.org/v10?query=87313at4751	Elongator complex protein 3
90022at4751	Complete	ctg4964	3808	5956	+	133.1	168	https://www.orthodb.org/v10?query=90022at4751	nucleotide-diphospho-sugar transferase
91135at4751	Complete	ctg11079	18438	19910	-	177.6	305	https://www.orthodb.org/v10?query=91135at4751	Far11/STRP, C-terminal
92267at4751	Complete	ctg3744	144769	147103	+	627.9	511	https://www.orthodb.org/v10?query=92267at4751	Phenylalanyl-tRNA synthetase
93783at4751	Complete	ctg10224	15275	17264	+	255.8	333	https://www.orthodb.org/v10?query=93783at4751	ER membrane protein complex subunit 1
94384at4751	Complete	ctg1474	176637	178645	-	373.9	394	https://www.orthodb.org/v10?query=94384at4751	DNA topoisomerase
94628at4751	Complete	ctg6534	2160	4606	-	792.3	516	https://www.orthodb.org/v10?query=94628at4751	DNA helicase
95253at4751	Missing
96633at4751	Complete	ctg5881	148847	151989	-	405.6	574	https://www.orthodb.org/v10?query=96633at4751	Cleavage and polyadenylation specificity factor subunit 2
97141at4751	Missing
98519at4751	Fragmented	ctg9898	23065	23973	+	87.6	211	https://www.orthodb.org/v10?query=98519at4751	Symplekin/Pta1
98733at4751	Complete	ctg9082	41300	43663	+	880.9	555	https://www.orthodb.org/v10?query=98733at4751	threonyl-tRNA synthetase
98739at4751	Complete	ctg2691	228857	231112	+	515.1	424	https://www.orthodb.org/v10?query=98739at4751	Homoaconitase, mitochondrial
100957at4751	Missing
101133at4751	Complete	ctg725	127236	128943	+	464.5	403	https://www.orthodb.org/v10?query=101133at4751	Phosphoribosylaminoimidazole carboxylase
103183at4751	Complete	ctg14953	15266	17600	+	529.8	500	https://www.orthodb.org/v10?query=103183at4751	DNA repair protein
103461at4751	Complete	ctg5828	141270	143567	-	761.4	543	https://www.orthodb.org/v10?query=103461at4751	P-loop containing nucleoside triphosphate hydrolase protein
103836at4751	Complete	ctg7383	25063	26355	+	279.8	302	https://www.orthodb.org/v10?query=103836at4751	WD40-repeat-containing domain
104173at4751	Fragmented	ctg2465	19133	20408	-	236.0	277	https://www.orthodb.org/v10?query=104173at4751	Noc2-domain-containing protein
104415at4751	Missing
105401at4751	Complete	ctg9918	7572	9312	-	1004.2	556	https://www.orthodb.org/v10?query=105401at4751	GroEL-like apical domain superfamily
106281at4751	Complete	ctg2956	117809	123225	+	499.3	926	https://www.orthodb.org/v10?query=106281at4751	endosomal peripheral membrane protein
107136at4751	Complete	ctg1492	167441	169214	+	250.0	429	https://www.orthodb.org/v10?query=107136at4751	glycoside hydrolase family 31 protein
107464at4751	Duplicated	ctg12563	43003	44616	+	581.2	407	https://www.orthodb.org/v10?query=107464at4751	Glucose-6-phosphate isomerase
107464at4751	Duplicated	ctg1	1954978	1956573	+	538.7	408	https://www.orthodb.org/v10?query=107464at4751	Glucose-6-phosphate isomerase
107464at4751	Duplicated	ctg2	66316	67920	-	581.6	405	https://www.orthodb.org/v10?query=107464at4751	Glucose-6-phosphate isomerase
107464at4751	Duplicated	ctg6805	22043	23645	+	547.1	406	https://www.orthodb.org/v10?query=107464at4751	Glucose-6-phosphate isomerase
109276at4751	Complete	ctg7198	2380	4823	-	319.9	393	https://www.orthodb.org/v10?query=109276at4751	CCAAT-box-binding transcription factor
111022at4751	Complete	ctg1831	117591	118929	+	167.0	227	https://www.orthodb.org/v10?query=111022at4751	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
111189at4751	Complete	ctg5149	69572	71883	+	624.3	508	https://www.orthodb.org/v10?query=111189at4751	ATP-dependent RNA helicase DBP10
112646at4751	Fragmented	ctg5596	100212	101406	+	50.3	185	https://www.orthodb.org/v10?query=112646at4751	oligomeric Golgi complex subunit 6
112937at4751	Missing
115993at4751	Complete	ctg9900	4655	6860	+	556.9	479	https://www.orthodb.org/v10?query=115993at4751	Ribosome biogenesis protein ERB1
117017at4751	Complete	ctg1	3931378	3932994	-	354.8	441	https://www.orthodb.org/v10?query=117017at4751	Methionyl-tRNA synthetase
118189at4751	Missing
118701at4751	Complete	ctg9981	5856	8337	+	611.3	583	https://www.orthodb.org/v10?query=118701at4751	Phosphatidylinositol 3-kinase VPS34
119833at4751	Fragmented	ctg9626	40113	42162	-	324.5	312	https://www.orthodb.org/v10?query=119833at4751	Histone-lysine N-methyltransferase
122507at4751	Complete	ctg8700	22897	24678	+	334.9	426	https://www.orthodb.org/v10?query=122507at4751	WD40-repeat-containing domain
122824at4751	Missing
123228at4751	Complete	ctg7320	3734	7096	-	838.1	657	https://www.orthodb.org/v10?query=123228at4751	Ribosome biogenesis protein BMS1
123277at4751	Missing
123494at4751	Complete	ctg2512	132450	133882	-	280.5	296	https://www.orthodb.org/v10?query=123494at4751	Actin family
125400at4751	Missing
125935at4751	Complete	ctg4135	45321	46437	-	430.6	321	https://www.orthodb.org/v10?query=125935at4751	tRNA-dihydrouridine(47) synthase 
126037at4751	Missing
126249at4751	Complete	ctg2207	83431	85624	-	492.7	436	https://www.orthodb.org/v10?query=126249at4751	Multiple RNA-binding domain-containing protein 1
126256at4751	Complete	ctg11703	10375	12254	+	411.7	291	https://www.orthodb.org/v10?query=126256at4751	Non-specific serine/threonine protein kinase
126519at4751	Complete	ctg7502	13000	14897	-	538.3	425	https://www.orthodb.org/v10?query=126519at4751	Imidazole glycerol phosphate synthase hisHF
127140at4751	Fragmented	ctg18801	1421	3011	+	321.2	309	https://www.orthodb.org/v10?query=127140at4751	Protein arginine N-methyltransferase
129160at4751	Complete	ctg7466	16484	18509	+	660.8	441	https://www.orthodb.org/v10?query=129160at4751	T-complex protein 1 subunit zeta
129326at4751	Complete	ctg311	95890	98931	+	455.5	616	https://www.orthodb.org/v10?query=129326at4751	Putative nucleolar complex protein 14
129520at4751	Complete	ctg8961	2941	4868	-	564.6	420	https://www.orthodb.org/v10?query=129520at4751	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
130062at4751	Missing
130930at4751	Complete	ctg11481	4831	8258	-	284.2	1193	https://www.orthodb.org/v10?query=130930at4751	Nucleoporin Nup186/Nup192/Nup205
130976at4751	Complete	ctg2948	3306	4615	-	206.0	352	https://www.orthodb.org/v10?query=130976at4751	DNA polymerase alpha subunit B
133954at4751	Missing
135184at4751	Complete	ctg1743	44078	45985	-	210.6	236	https://www.orthodb.org/v10?query=135184at4751	Nitrogen permease regulator 2
135652at4751	Complete	ctg357	153324	154820	-	420.5	330	https://www.orthodb.org/v10?query=135652at4751	Poly(A) polymerase
137963at4751	Complete	ctg2947	181491	183210	+	640.6	425	https://www.orthodb.org/v10?query=137963at4751	Prolyl-tRNA synthetase
138484at4751	Missing
138695at4751	Complete	ctg14274	8526	10603	-	731.3	456	https://www.orthodb.org/v10?query=138695at4751	Nucleolar GTP-binding protein 1
138697at4751	Duplicated	ctg1986	131374	133303	+	471.3	368	https://www.orthodb.org/v10?query=138697at4751	Threonine synthase
138697at4751	Duplicated	ctg7662	43268	44647	-	425.4	385	https://www.orthodb.org/v10?query=138697at4751	Threonine synthase
138697at4751	Duplicated	ctg8217	35919	37331	-	425.0	382	https://www.orthodb.org/v10?query=138697at4751	Threonine synthase
138833at4751	Complete	ctg6023	88390	90463	-	582.0	446	https://www.orthodb.org/v10?query=138833at4751	Protein phosphatase PP2A regulatory subunit A
141273at4751	Complete	ctg32	493857	495407	-	226.9	275	https://www.orthodb.org/v10?query=141273at4751	methionine-tRNA ligase
142357at4751	Complete	ctg5990	59488	62004	+	470.1	520	https://www.orthodb.org/v10?query=142357at4751	Ribosomal protein S5 domain 2-type fold
142965at4751	Complete	ctg7038	5033	6454	+	165.9	225	https://www.orthodb.org/v10?query=142965at4751	GPI transamidase component GPI16
143414at4751	Missing
145178at4751	Fragmented	ctg19451	4087	4341	-	54.6	63	https://www.orthodb.org/v10?query=145178at4751	Topoisomerase 1-associated factor 1
145378at4751	Complete	ctg6215	48860	50397	-	401.0	398	https://www.orthodb.org/v10?query=145378at4751	Eukaryotic translation initiation factor 2A
145524at4751	Fragmented	ctg1230	10616	11252	+	290.4	176	https://www.orthodb.org/v10?query=145524at4751	Nuclear elongation and deformation protein 1
147028at4751	Complete	ctg143	332584	333919	+	269.5	292	https://www.orthodb.org/v10?query=147028at4751	WD40-repeat-containing domain
148293at4751	Missing
150469at4751	Complete	ctg4498	106656	108654	-	505.6	368	https://www.orthodb.org/v10?query=150469at4751	T-complex protein 1 subunit beta
153083at4751	Complete	ctg616	157054	158751	-	490.1	465	https://www.orthodb.org/v10?query=153083at4751	Ubiquitin carboxyl-terminal hydrolase
154126at4751	Missing
156073at4751	Fragmented	ctg16136	4790	6048	-	97.7	116	https://www.orthodb.org/v10?query=156073at4751	Zinc finger, RING-type
160044at4751	Complete	ctg4578	84401	85909	+	376.4	352	https://www.orthodb.org/v10?query=160044at4751	Sodium/hydrogen exchanger
160875at4751	Complete	ctg1095	204520	206270	+	392.6	363	https://www.orthodb.org/v10?query=160875at4751	RNA helicase
160940at4751	Duplicated	ctg2256	153269	154360	-	154.9	226	https://www.orthodb.org/v10?query=160940at4751	Phosphoserine aminotransferase
160940at4751	Duplicated	ctg2	1187742	1188812	+	137.5	229	https://www.orthodb.org/v10?query=160940at4751	Phosphoserine aminotransferase
160995at4751	Complete	ctg4875	85828	87200	-	574.4	345	https://www.orthodb.org/v10?query=160995at4751	Eukaryotic translation initiation factor 2 subunit gamma
161113at4751	Missing
163318at4751	Missing
165243at4751	Complete	ctg7366	16126	17789	+	228.8	272	https://www.orthodb.org/v10?query=165243at4751	General transcription and DNA repair factor IIH
167290at4751	Complete	ctg4686	6681	8287	+	286.6	378	https://www.orthodb.org/v10?query=167290at4751	actin-like ATPase domain-containing protein
167374at4751	Missing
